kill_chain_phases,external_references,x_mitre_version,technique,technique_description,id,object_marking_refs,type,created_by_ref,created,tactic,url,matrix,technique_id,modified,data_sources,permissions_required,platform,impact_type,technique_detection,contributors,defense_bypassed,network_requirements,effective_permissions,system_requirements,capec_id,capec_url,remote_support,x_mitre_old_attack_id,detectable_by_common_defenses,difficulty_explanation,difficulty_for_adversary,detectable_explanation,x_mitre_deprecated,tactic_type
"[{'phase_name': 'organizational-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1285', 'source_name': 'mitre-pre-attack', 'external_id': 'T1285'}, {'source_name': 'SANSCentratlizeManagement', 'description': 'Scott Rasmussen. (2002, January 28). Centralized Network Security Management: Combining Defense In Depth with Manageable Security. Retrieved March 5, 2017.'}]",1.0,Determine centralization of IT management,"Determining if a ""corporate"" help desk exists, the degree of access and control it has, and whether there are ""edge"" units that may have different support processes and standards. (Citation: SANSCentratlizeManagement)",attack-pattern--a7dff5d5-99f9-4a7e-ac54-a64113c28121,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['organizational-information-gathering'],https://attack.mitre.org/techniques/T1285,mitre-pre-attack,T1285,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1062,No,"Requires an adversary to undergo a research process to learn the internal workings of an organization.  An adversary can do this by social engineering individuals in the company by claiming to need to find information for the help desk, or through social engineering of former employees or business partners.",Yes,No technical means to detect an adversary collecting information about a target.  Any detection would be based upon strong OPSEC policy implementation.,,
"[{'phase_name': 'target-selection', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1242', 'source_name': 'mitre-pre-attack', 'external_id': 'T1242'}, {'source_name': 'CyberAdversaryBehavior', 'description': 'Elizabeth Van Ruitenbeek, Ken Keefe, William H. Sanders, and Carol Muehrcke. (2010). Characterizing the Behavior of Cyber Adversaries: The Means, Motive, and Opportunity of Cyberattacks. Retrieved March 5, 2017.'}, {'source_name': 'JP3-60', 'description': 'Joint Chiefs of Staff. (2013, January 31). Joint Targeting. Retrieved May 19, 2017.'}, {'source_name': 'JP3-12R', 'description': 'Joint Chiefs of Staff. (2013, February 5). Cyberspace Operations. Retrieved May 19, 2017.'}, {'source_name': 'DoD Cyber 2015', 'description': 'Department of Defense. (2015, April). The Department of Defense Cyber Strategy. Retrieved May 19, 2017.'}]",1.0,Determine operational element,"If going from strategic down to tactical or vice versa, an  adversary would next consider the operational element.  For example, the specific company within an industry or agency within a government. (Citation: CyberAdversaryBehavior) (Citation: JP3-60) (Citation: JP3-12R) (Citation: DoD Cyber 2015)",attack-pattern--c860af4a-376e-46d7-afbf-262c41012227,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['target-selection'],https://attack.mitre.org/techniques/T1242,mitre-pre-attack,T1242,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1019,No,This is the normal adversary targeting cycle where they utilize our poor OPSEC practices to their advantage.,Yes,"Normally, defender is unable to detect.  May change for special use cases or adversary and defender overlays.",,
"[{'phase_name': 'persona-development', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1342', 'source_name': 'mitre-pre-attack', 'external_id': 'T1342'}, {'source_name': 'NEWSCASTER2014', 'description': 'Mike Lennon. (2014, May 29). Iranian Hackers Targeted US Officials in Elaborate Social Media Attack Operation. Retrieved March 1, 2017.'}, {'source_name': 'BlackHatRobinSage', 'description': 'Thomas Ryan. (2010). “Getting In Bed with Robin Sage.”. Retrieved March 6, 2017.'}, {'source_name': 'RobinSageInterview', 'description': 'Joan Goodchild. (2010, July 8). The Robin Sage experiment: Fake profile fools security pros. Retrieved March 6, 2017.'}]",1.0,Develop social network persona digital footprint,"Both newly built personas and pre-compromised personas may require development of additional documentation to make them seem real. This could include filling out profile information, developing social networks, or incorporating photos. (Citation: NEWSCASTER2014) (Citation: BlackHatRobinSage) (Citation: RobinSageInterview)",attack-pattern--271e6d40-e191-421a-8f87-a8102452c201,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['persona-development'],https://attack.mitre.org/techniques/T1342,mitre-pre-attack,T1342,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1119,No,"The only difference between an adversary conducting this technique and a typical user, is the adversary's intent - to target an individual for compromise.",Yes,"Unless there is some threat intelligence reporting, these users are hard to differentiate.",,
"[{'phase_name': 'adversary-opsec', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1323', 'source_name': 'mitre-pre-attack', 'external_id': 'T1323'}, {'source_name': 'DamballaDGA', 'description': 'Damballa Day Before Zero Blog. (2012, March 5). Domain Generation Algorithms (DGA) in Stealthy Malware. Retrieved March 6, 2017.'}, {'source_name': 'DambballaDGACyberCriminals', 'description': 'Damballa. (n.d.). DGAs in the Hands of Cyber-Criminals Examining The State Of The Art In Malware Evasion Techniques. Retrieved March 6, 2017.'}]",2.0,Domain Generation Algorithms (DGA),The use of algorithms in malware to periodically generate a large number of domain names which function as rendezvous points for malware command and control servers. (Citation: DamballaDGA) (Citation: DambballaDGACyberCriminals),attack-pattern--274164c6-4297-42d4-84b5-2369e51013fe,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['adversary-opsec'],https://attack.mitre.org/techniques/T1323,mitre-pre-attack,T1323,2019-04-17T17:29:42.291Z,,,,,,,,,,,,,,PRE-T1100,Partial,This technique does not require a significant amount of sophistication while still being highly effective.  It was popularized by the Conficker worms but is prevalent in crimeware such as Murofet and BankPatch.,Yes,"It is possible to detect the use of DGAs; however, defenders have largely not been successful at mitigating the domains because they are generally registered less than an hour before they are used and disposed of within 24 hours.",True,
"[{'phase_name': 'technical-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1262', 'source_name': 'mitre-pre-attack', 'external_id': 'T1262'}, {'source_name': 'UnseenWorldOfCookies', 'description': 'Joanna Geary, Chris Cross. (2012, April 13). Tracking the trackers: help us reveal the unseen world of cookies. Retrieved March 5, 2017.'}, {'source_name': 'Panopticlick', 'description': 'Electronic Frontier Foundation. (n.d.). Panopticlick: Is your browser safe against tracking?. Retrieved March 5, 2017.'}]",1.0,Enumerate client configurations,"Client configurations information such as the operating system and web browser, along with additional information such as version or language, are often transmitted as part of web browsing communications.  This can be accomplished in several ways including use of a compromised web site to collect details on visiting computers. (Citation: UnseenWorldOfCookies) (Citation: Panopticlick)",attack-pattern--78ae433b-289d-4c8d-b8c1-f8de0b7f9090,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['technical-information-gathering'],https://attack.mitre.org/techniques/T1262,mitre-pre-attack,T1262,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1039,No,Basic web scripting capability to collect information of interest on users of interest.  Requires a compromised web site and the users of interest to navigate there.,Yes,"Typical information collected as part of accessing web sites (e.g., operating system, browser version, basic configurations).",,
"[{'phase_name': 'stage-capabilities', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1364', 'source_name': 'mitre-pre-attack', 'external_id': 'T1364'}, {'source_name': 'BlackHatRobinSage', 'description': 'Thomas Ryan. (2010). “Getting In Bed with Robin Sage.”. Retrieved March 6, 2017.'}]",1.0,Friend/Follow/Connect to targets of interest,A form of social engineering designed build trust and to lay the foundation for future interactions or attacks. (Citation: BlackHatRobinSage),attack-pattern--eacd1efe-ee30-4b03-b58f-5b3b1adfe45d,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['stage-capabilities'],https://attack.mitre.org/techniques/T1364,mitre-pre-attack,T1364,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1141,No,"Connecting with ""friends"" is a fundamental requirement for social media - without it, social media is worthless.  An adversary can easily create a profile and request targets to validate the requests.",Yes,"Users have the ability to detect and report non-authenticated individuals requesting to follow, friend or connect to a target.  However the rigidity in validating the users is not typically followed by standard users.",,
"[{'phase_name': 'priority-definition-planning', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1233', 'source_name': 'mitre-pre-attack', 'external_id': 'T1233'}, {'source_name': 'BrighthubGapAnalysis', 'description': 'Ronda Bowen. (2014, March 26). Performing a Gap Analysis: Where Do You Begin?. Retrieved March 14, 2017.'}, {'source_name': 'ICD115', 'description': 'Office of the Director of National Intelligence. (2012, December 21). ICD 115: Intelligence Community Capability Requirements Process. Retrieved March 2, 2017.'}, {'source_name': 'JP2-01', 'description': 'Joint Chiefs of Staff. (2012, January 05). Joint and National Intelligence Support to Military Operations. Retrieved March 2, 2017.'}]",1.0,Identify analyst level gaps,Analysts identify gap areas that generate a compelling need to generate a Key Intelligence Topic (KIT) or Key Intelligence Question (KIQ). (Citation: BrighthubGapAnalysis) (Citation: ICD115) (Citation: JP2-01),attack-pattern--0fad2267-9f46-4ebb-91b5-d543243732cb,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['priority-definition-planning'],https://attack.mitre.org/techniques/T1233,mitre-pre-attack,T1233,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1010,No,Normal aspect of adversary planning lifecycle.  May not be done by all adversaries.,Yes,"Normally, defender is unable to detect.  Few agencies and commercial organizations may have unique insights.",,
"[{'phase_name': 'people-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1270', 'source_name': 'mitre-pre-attack', 'external_id': 'T1270'}, {'source_name': 'RSA-APTRecon', 'description': 'Rotem Kerner. (2015, October). RECONNAISSANCE: A Walkthrough of the “APT” Intelligence Gathering Process. Retrieved March 1, 2017.'}]",1.0,Identify groups/roles,"Personnel internally to a company may belong to a group or maintain a role with  electronic specialized access, authorities, or privilege that make them an attractive target for an adversary.  One example of this is a system administrator. (Citation: RSA-APTRecon)",attack-pattern--89a79d91-53e0-4ef5-ba28-558cb8b01f76,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['people-information-gathering'],https://attack.mitre.org/techniques/T1270,mitre-pre-attack,T1270,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1047,No,Requires an adversary to undergo an intensive research process.  It is resource intensive or requires special data access.  May be easier for certain specialty use cases.,No,Searching publicly available sources that cannot be monitored by a defender.,,
"[{'phase_name': 'people-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1271', 'source_name': 'mitre-pre-attack', 'external_id': 'T1271'}, {'source_name': 'RSA-APTRecon', 'description': 'Rotem Kerner. (2015, October). RECONNAISSANCE: A Walkthrough of the “APT” Intelligence Gathering Process. Retrieved March 1, 2017.'}]",1.0,Identify personnel with an authority/privilege,"Personnel internally to a company may have non-electronic specialized access, authorities, or privilege that make them an attractive target for an adversary.  One example of this is an individual with financial authority to authorize large transactions.  An adversary who compromises this individual might be able to subvert large dollar transfers. (Citation: RSA-APTRecon)",attack-pattern--762771c2-3675-4535-88e9-b1f891758974,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['people-information-gathering'],https://attack.mitre.org/techniques/T1271,mitre-pre-attack,T1271,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1048,No,Requires an adversary to undergo an intensive research process.  It is resource intensive or requires special data access.  May be easier for certain specialty use cases.,No,The layers of data required and potential gaps of information to map a specific person to an authority or privilege on a network requires access to resources that may not tip off a defender.,,
"[{'phase_name': 'technical-information-gathering', 'kill_chain_name': 'mitre-pre-attack'}]","[{'url': 'https://attack.mitre.org/techniques/T1246', 'source_name': 'mitre-pre-attack', 'external_id': 'T1246'}, {'source_name': 'SmithSupplyChain', 'description': 'Drew Smith. (2015). Is your supply chain safe from cyberattacks?. Retrieved March 5, 2017.'}, {'source_name': 'CERT-UKSupplyChain', 'description': 'CERT-UK. (2016, October 01). Cyber-security risks in the supply chain. Retrieved March 5, 2017.'}, {'source_name': 'RSA-supply-chain', 'description': 'RSA Research. (2017, February). KINGSLAYER – A SUPPLY CHAIN ATTACK. Retrieved May 9, 2017.'}]",1.0,Identify supply chains,"Supply chains include the people, processes, and technologies used to move a product or service from a supplier to a consumer. Understanding supply chains may provide an adversary with opportunities to exploit the technology or interconnections that are part of the supply chain. (Citation: SmithSupplyChain) (Citation: CERT-UKSupplyChain) (Citation: RSA-supply-chain)",attack-pattern--78e41091-d10d-4001-b202-89612892b6ff,['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168'],attack-pattern,identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5,2017-12-14T16:46:06.044Z,['technical-information-gathering'],https://attack.mitre.org/techniques/T1246,mitre-pre-attack,T1246,2018-10-17T00:14:20.652Z,,,,,,,,,,,,,,PRE-T1023,No,Supply chain diversity of sourcing increases adversary difficulty with accurate mapping.  Industry practice has moved towards agile sourcing.,No,"Difficult, if not impossible to detect, because the adversary may collect this information from external sources that cannot be monitored by a defender.",,
